Date,Surface temperature average weight,Number of cloud free observations
2007-01-01 00:00:00,233,40
2007-01-02 00:00:00,233,42
2007-01-03 00:00:00,234,40
2007-01-04 00:00:00,236,38
2007-01-05 00:00:00,236,33
2007-01-06 00:00:00,238,36
2007-01-07 00:00:00,239,36
2007-01-08 00:00:00,240,31
2007-01-09 00:00:00,241,27
2007-01-10 00:00:00,242,28
2007-01-11 00:00:00,240,31
2007-01-12 00:00:00,241,33
2007-01-13 00:00:00,241,26
2007-01-14 00:00:00,240,20
2007-01-15 00:00:00,240,20
2007-01-16 00:00:00,240,20
2007-01-17 00:00:00,241,19
2007-01-18 00:00:00,243,12
2007-01-19 00:00:00,242,14
2007-01-20 00:00:00,242,18
2007-01-21 00:00:00,244,23
2007-01-22 00:00:00,244,23
2007-01-23 00:00:00,245,24
2007-01-24 00:00:00,247,18
2007-01-25 00:00:00,247,18
2007-01-26 00:00:00,250,15
2007-01-27 00:00:00,253,12
2007-01-28 00:00:00,257,7
2007-01-29 00:00:00,257,14
2007-01-30 00:00:00,258,15
2007-01-31 00:00:00,258,22
2007-02-01 00:00:00,256,26
2007-02-02 00:00:00,255,29
2007-02-03 00:00:00,252,37
2007-02-04 00:00:00,251,45
2007-02-05 00:00:00,248,42
2007-02-06 00:00:00,245,49
2007-02-07 00:00:00,243,47
2007-02-08 00:00:00,242,45
2007-02-09 00:00:00,242,46
2007-02-10 00:00:00,240,42
2007-02-11 00:00:00,240,35
2007-02-12 00:00:00,239,30
2007-02-13 00:00:00,240,22
2007-02-14 00:00:00,241,18
2007-02-15 00:00:00,238,22
2007-02-16 00:00:00,235,22
2007-02-17 00:00:00,234,19
2007-02-18 00:00:00,234,18
2007-02-19 00:00:00,234,18
2007-02-20 00:00:00,233,16
2007-02-21 00:00:00,235,16
2007-02-22 00:00:00,235,11
2007-02-23 00:00:00,235,8
2007-02-24 00:00:00,240,7
2007-02-25 00:00:00,241,12
2007-02-26 00:00:00,240,14
2007-02-27 00:00:00,238,19
2007-02-28 00:00:00,238,22
2007-03-01 00:00:00,238,22
2007-03-02 00:00:00,256,21
2007-03-03 00:00:00,-999,23
2007-03-04 00:00:00,-999,24
2007-03-05 00:00:00,237,27
2007-03-06 00:00:00,236,24
2007-03-07 00:00:00,237,19
2007-03-08 00:00:00,237,19
2007-03-09 00:00:00,251,23
2007-03-10 00:00:00,237,21
2007-03-11 00:00:00,239,17
2007-03-12 00:00:00,240,18
2007-03-13 00:00:00,240,22
2007-03-14 00:00:00,240,22
2007-03-15 00:00:00,240,23
2007-03-16 00:00:00,240,20
2007-03-17 00:00:00,240,21
2007-03-18 00:00:00,239,21
2007-03-19 00:00:00,239,18
2007-03-20 00:00:00,239,15
2007-03-21 00:00:00,239,15
2007-03-22 00:00:00,244,21
2007-03-23 00:00:00,244,19
2007-03-24 00:00:00,247,19
2007-03-25 00:00:00,250,22
2007-03-26 00:00:00,254,22
2007-03-27 00:00:00,256,26
2007-03-29 00:00:00,239,24
2007-03-30 00:00:00,256,25
2007-03-31 00:00:00,238,24
2007-04-01 00:00:00,262,23
2007-04-02 00:00:00,258,21
2007-04-03 00:00:00,253,15
2007-04-04 00:00:00,253,14
2007-04-05 00:00:00,253,13
2007-04-06 00:00:00,252,17
2007-04-07 00:00:00,251,20
2007-04-08 00:00:00,251,19
2007-04-09 00:00:00,260,24
2007-04-10 00:00:00,252,27
2007-04-11 00:00:00,253,33
2007-04-12 00:00:00,255,35
2007-04-13 00:00:00,256,36
2007-04-14 00:00:00,257,32
2007-04-15 00:00:00,259,31
2007-04-16 00:00:00,260,27
2007-04-17 00:00:00,262,26
2007-04-18 00:00:00,263,20
2007-04-19 00:00:00,256,21
2007-04-20 00:00:00,262,19
2007-04-21 00:00:00,260,22
2007-04-22 00:00:00,260,28
2007-04-23 00:00:00,259,28
2007-04-24 00:00:00,258,31
2007-04-25 00:00:00,258,39
2007-04-26 00:00:00,257,42
2007-04-27 00:00:00,257,45
2007-04-28 00:00:00,258,49
2007-04-29 00:00:00,255,42
2007-04-30 00:00:00,254,40
2007-05-01 00:00:00,265,38
2007-05-02 00:00:00,274,33
2007-05-03 00:00:00,259,25
2007-05-04 00:00:00,260,18
2007-05-05 00:00:00,260,10
2007-05-06 00:00:00,259,9
2007-05-07 00:00:00,260,11
2007-05-08 00:00:00,259,10
2007-05-09 00:00:00,284,10
2007-05-10 00:00:00,260,17
2007-05-11 00:00:00,261,23
2007-05-12 00:00:00,261,25
2007-05-13 00:00:00,261,26
2007-05-14 00:00:00,264,24
2007-05-15 00:00:00,264,31
