Time,Air,-0.14m,-0.12m,-0.1m,-0.06m,-0.05m,-0.04m,-0.02m,-0.01m,0.0m,0.002m,0.01m,0.02m,0.03m,0.034m,0.04m,0.05m,0.07m,0.08m,0.09m,0.1m,0.104m,0.11m,0.12m,0.13m,0.14m,0.15m,0.16m,0.17m,0.18m,0.184m,0.19m,0.2m,0.22m,0.23m,0.24m,0.25m,0.254m,0.26m,0.27m,0.28m,0.29m,0.3m,0.31m,0.32m,0.33m,0.334m,0.34m,0.35m,0.36m,0.37m,0.39m,0.4m,0.41m,0.414m,0.42m,0.43m,0.45m,0.46m,0.47m,0.484m,0.49m,0.51m,0.52m,0.53m,0.54m,0.55m,0.56m,0.57m,0.58m,0.59m,0.6m,0.61m,0.62m,0.64m,0.644m,0.65m,0.68m,0.69m,0.7m,0.71m,0.72m,0.73m,0.74m,0.8m,0.84m,0.85m,0.89m,0.91m,0.92m
2007-05-01,-7.8803709677418965,11.06216129032265,11.018733870967708,9.78425806451611,10.004500000000007,8.954620967741903,9.729013824884703,8.456838709677413,-6.804438709677356,-6.905922580645154,-7.472999999999956,-7.007406451612894,-6.932983870967689,-7.210374193548375,-7.250967741935369,-7.343788018433202,-7.498488479262676,-7.807889400921681,-7.953124476330061,-8.003999999999962,-8.271990783410104,-8.33387096774186,3.7652379032257954,-8.413154838709659,-8.462707258064484,-8.512259677419252,-8.56181209677419,-8.473353629032204,-8.382677419354764,-8.710469354838665,-8.730290322580686,-8.747267281105962,-8.775562211981594,-8.832152073732686,-8.860447004608261,-8.662338709677385,-8.702290322580552,-8.928354838709652,-8.94469516129027,-8.97192903225806,-8.999162903225795,-9.026396774193586,-9.053630645161263,-8.944401075268786,-9.00625806451609,0.03941935483874204,-9.146225806451582,1.2300604838709432,-9.173690322580569,-9.190855645161264,-9.208020967741902,-9.23375040322577,-9.25641935483867,-9.276682258064454,-9.2835483870968,-9.293966820276466,-9.311330875576061,-9.346058986175194,-9.398925806451587,-9.464096774193592,-9.405096774193453,1.2959870967742404,-1.2633333333332644,-9.455090322580702,-9.468977419354758,-9.696169354838673,-9.729322580645203,-9.51063870967738,-0.5556451612903857,-9.538412903225776,-9.552300000000002,-1.7649999999999864,-9.580074193548398,-9.593961290322568,0.21689677419351483,-9.627290322580563,-2.004166666666663,-9.692043870967666,-10.131318279569882,-10.160032258064462,-0.820826612903204,-9.763992258064604,-0.858709677419256,-2.434666666666658,-2.6503999999999905,-2.794222222222288,-0.5235080645161929,-2.9739999999999895,-1.1204976958525776,-3.0708571428571645
2007-06-01,8.880833333333328,11.06216129032265,11.018733870967708,9.78425806451611,10.004500000000007,8.954620967741903,9.729013824884703,8.456838709677413,-1.2913139784945615,-1.4593462365591376,5.150233333333347,-2.2296616487455294,-2.0360303379415923,-2.256506246799783,-2.0306559139784026,-2.1527619047619355,-3.0203686635944678,-2.76329185867894,3.7960469696969312,3.6224333333333334,-4.056944028417831,-3.443793241167403,3.7652379032257954,-3.651871274961593,-4.49461513056834,-3.9119688172042215,-4.0014284946236485,1.9963333333333253,1.7640333333334297,-4.964571735791045,-4.305591397849487,-4.416491359446961,-5.1217619047619305,-4.576628264208883,-4.630612519201198,0.611075000000028,0.44636666666673364,-4.760174731182796,-5.145947823860675,-5.298480913978475,-5.439675806451589,-4.951971505376359,-5.005248387096761,-0.3898380952380762,-0.5700333333332992,0.03941935483874204,-5.1641840245775565,1.2300604838709432,-5.666574654377845,-5.317579262672799,-5.308304301075262,-1.1888624999999706,-1.2772666666666623,-5.866529147465391,-5.467688978494664,-5.899299452764941,-5.5258590245776045,-5.598571582181327,-1.7248095238094834,-1.7993999999999915,-5.722182930107465,1.2959870967742404,-1.2633333333332644,-5.844720833333364,-5.878759139784904,-2.253291666666655,-2.3181333333332645,-6.263152688172019,-0.5556451612903857,-6.08994551971324,-6.132182795698933,-1.7649999999999864,-6.216657347670264,-6.2588946236559,0.21689677419351483,-6.36026408602144,-2.004166666666663,-6.522158279569831,-3.1761155555555547,-3.2373999999999796,-0.820826612903204,-6.698794189068167,-0.858709677419256,-2.434666666666658,-2.6503999999999905,-2.794222222222288,-0.5235080645161929,-2.9739999999999895,-1.1204976958525776,-3.0708571428571645
2007-07-01,12.11083870967741,11.06216129032265,11.018733870967708,9.78425806451611,10.004500000000007,8.954620967741903,9.729013824884703,8.456838709677413,4.221810752688233,3.9872301075268783,8.640709677419409,2.5480831541218354,2.8609231950845047,2.697361699948809,3.189655913978564,3.0382642089093306,1.4577511520737403,2.281305683563801,7.714002199413528,7.595193548387101,0.15810272657444102,1.4462844854070536,3.7652379032257954,1.1094122887864728,-0.526523003072195,0.6883220430108086,0.5589551075268933,6.187008064516135,5.9858387096774095,-1.2186741167434247,0.11910752688171122,-0.0857154377879592,-1.4679615975422662,-0.321104454685079,-0.40077803379413446,4.7395282258065095,4.561483870967834,-0.5919946236559408,-1.347200486431082,-1.62503279569889,-1.880188709677384,-0.877546236559132,-0.9568661290322584,4.530103686635925,3.287258064516095,0.03941935483874204,-1.18214224270353,1.2300604838709432,-2.15945898617512,-1.4443028801843338,-1.4085876344086232,2.371895161290297,2.2411290322580157,-2.4563760368663266,-1.6518295698925272,-2.504632085253415,-1.7403871735791467,-1.8510841781874587,1.4044193548387511,1.2649677419355498,-2.039269086021477,1.2959870967742404,-1.2633333333332644,-2.2343513440860265,-2.2885408602150505,0.3876250000000141,0.26229032258061125,-3.0156666666666565,-0.5556451612903857,-2.6414781362007034,-2.712065591397864,-1.7649999999999864,-2.853240501792129,-2.923827956989233,0.21689677419351483,-3.0932378494623167,-2.004166666666663,-3.3522726881719977,-0.7750344086021528,-0.8491290322580767,-0.820826612903204,-3.6335961200717293,-0.858709677419256,-2.434666666666658,-2.6503999999999905,-2.794222222222288,-0.5235080645161929,-2.9739999999999895,-1.1204976958525776,-3.0708571428571645
2007-08-01,9.364600860215148,11.06216129032265,11.018733870967708,9.78425806451611,10.004500000000007,8.954620967741903,9.729013824884703,8.456838709677413,9.734935483871027,9.433806451612895,7.5310645161290495,7.325827956989201,7.7578767281106025,7.651229646697402,8.409967741935532,8.229290322580596,5.935870967741948,7.325903225806542,6.928660714285741,6.363612903225828,4.373149481566713,6.336362211981509,3.7652379032257954,5.8706958525345385,3.4415691244239497,5.2886129032258395,5.119338709677436,5.375296370967817,3.521196620583737,2.527223502304196,4.543806451612909,4.245060483871043,2.185838709677398,3.934419354838724,3.829056451612928,4.836745967742047,2.8623302611367194,3.5761854838709155,2.451546850998511,2.048415322580695,1.6792983870968214,3.1968790322580958,3.091516129032243,4.201921658986237,3.199983870967799,0.03941935483874204,2.7998995391704966,1.2300604838709432,1.3476566820276048,2.4289735023041317,2.4911290322580157,2.774647177419297,1.6264393241167454,0.9537770737327378,2.1640298387096095,0.8900352822581112,2.045084677419311,1.8964032258064094,2.1791418490784054,2.4393548387097326,1.6436447580645108,1.2959870967742404,-1.2633333333332644,1.3760181451613107,1.301677419354803,1.7307741935484273,0.6442473118279963,0.23181935483870575,-0.5556451612903857,0.806989247311833,0.7080516129032048,-1.7649999999999864,0.5101763440860054,0.41123870967743414,0.21689677419351483,0.17378838709680622,-2.004166666666663,-0.1823870967741641,0.29551397849462546,0.004193548387149804,-0.820826612903204,-0.5683980510752917,-0.858709677419256,-2.434666666666658,-2.6503999999999905,-2.794222222222288,-0.5235080645161929,-2.9739999999999895,-1.1204976958525776,-3.0708571428571645
2007-09-01,2.3958333333333144,1.8250000000000455,1.8358083333333184,0.7190000000000509,1.2158750000000396,0.5246458333332953,1.7843476190476508,0.40803333333343517,2.553633333333437,2.5411791666667227,2.6304666666667345,1.5523083333333147,1.6293329365079217,1.6746968253969499,2.4988350000000423,2.4913625000000366,1.5433208333333255,2.4540000000000077,2.376798593073545,1.9833833333334496,1.402248809523826,2.265882857142799,1.0409166666667033,2.177357142857147,1.2918809523810069,2.0667000000000257,2.008700000000033,2.0072979166667437,1.2360444444445307,1.0395500000000197,1.8115000000000236,1.5552791666666508,0.9380833333333385,1.602700000000027,1.5680250000000342,1.7751625000000217,1.0474841269841022,1.4848049999999944,0.9511603174603351,0.8557791666666503,0.7694416666667507,1.35997500000002,1.325300000000027,1.6933269841269976,1.1932666666666023,0.14604285714284515,1.2244495238095396,0.522844047619003,0.6618785714286446,1.0053976190476988,1.1176666666667074,1.159329166666737,0.6398793650793095,0.42693869047610633,0.9939808333332962,0.38804062500003056,0.9490041666666116,0.892783333333341,0.9529555059524455,1.00986666666671,0.7972079166666504,0.5321733333334464,-1.2633333333332644,0.6960104166666952,0.6679000000000315,0.7539000000000442,0.24295703703711524,0.08759111111112361,-0.37006666666655974,0.44470000000001164,0.4000599999999963,-1.7649999999999864,0.3107800000000225,0.26614000000000715,0.08372666666673467,0.15900400000003856,-2.004166666666663,-0.001699999999971169,0.17372888888894522,0.01753333333340379,-0.5983833333332882,-0.3530713888888499,-0.6309999999999718,-2.434666666666658,-2.6503999999999905,-2.794222222222288,-0.36160833333326536,-2.9739999999999895,-0.8520857142857494,-3.0708571428571645
2007-10-01,-11.864335483871002,-14.295419354838657,-13.979314516128966,-13.427419354838662,-12.445112903225777,-11.467177419354755,-10.332917050691265,-10.29103225806449,-8.678064516129098,-7.9734516129032045,-4.4641612903224654,-5.396548387096686,-5.468051459293349,-5.132433179723478,-5.5777677419354745,-5.154999999999973,-3.883064516128968,-3.0411612903225773,-3.135392804775904,-2.8035967741934655,-2.193913018433193,-2.1613603686635656,-1.9709596774192732,-1.7473364055299498,-1.4479308755761053,-1.2298064516128875,-1.1544758064515577,-1.8274395161290045,-1.622121351766566,-0.8538202764977996,-0.8983516129031841,-1.1103346774193028,-0.6528629032257527,-0.62716129032259,-0.5828225806451997,-1.893516129032264,-1.053528417818768,-0.4764096774193831,-0.5696175115207893,-0.3585725806451592,-0.31870967741929235,-0.31679032258068673,-0.27245161290329634,-0.7539569892472855,-0.940080645161288,-0.19700460829500344,-0.20543870967736666,-0.3341715588057923,-0.16959677419356467,-0.2816150070127037,-0.1344838709676992,-0.5696391129031895,-0.522331530087456,-0.25825057603685764,-0.12831854838708523,-0.2760776209676692,-0.12607661290320493,-0.12327419354835456,-0.42844570852537345,-0.6969032258063521,-0.1185100806451942,-0.15990659186536504,-1.2633333333332644,-0.11346572580646352,-0.11206451612895307,-0.5457822580644915,-0.3623405017920618,-0.2989569892473014,-0.47096774193545343,-0.1420107526881793,-0.1479999999999677,-1.7649999999999864,-0.1599784946236582,-0.16596774193550345,-0.1544129032257615,-0.18034193548385247,-2.004166666666663,-0.20190322580646125,-0.4356473118279496,-0.31066129032257095,-0.6200000000000045,-0.4399602150537021,-0.6412903225806872,-2.434666666666658,-2.6503999999999905,-2.794222222222288,-0.37042741935476897,-2.9739999999999895,-0.7999723502304619,-3.0708571428571645
2007-11-01,-14.594526666666695,-15.747533333333251,-15.198041666666654,-12.440066666666667,-12.22818333333339,-10.523483333333388,-11.089661904761897,-9.373533333333398,-10.393766666666693,-9.757249999999999,-9.541299999999978,-6.92068888888889,-7.495660714285691,-7.0573690476190905,-7.5930933333334,-7.211183333333395,-5.905299999999954,-5.301633333333257,-6.940965205627776,-6.798500000000104,-4.707857738095299,-4.836804761904773,-4.615174999999965,-4.618061904761987,-4.289273809523763,-4.344633333333263,-4.2755374999999844,-6.0639333333333525,-5.329847619047598,-3.853105952380986,-4.040611666666564,-4.168347916666676,-3.692162499999995,-3.7918666666666923,-3.7273833333332504,-7.288241666666693,-4.907407936507866,-3.572623333333297,-3.6647412698412722,-3.4734249999999633,-3.2807999999999993,-3.3404833333333954,-3.2759999999999536,-4.05675714285718,-5.166349999999966,-2.981085714285655,-3.093339047619054,-3.259913095238062,-2.95912380952376,-3.2176952380953026,-2.8999333333332515,-4.558668749999981,-4.16880634920625,-2.871767261904779,-2.742624166666701,-2.860203124999998,-2.685420833333353,-2.6139166666665687,-4.230506101190485,-5.824166666666656,-2.4923595833332683,-3.029899999999998,-1.2633333333332644,-2.3636520833332497,-2.3278999999999996,-5.481079166666689,-3.669865925925876,-2.4661644444443596,-2.683999999999969,-2.160255555555466,-2.126726666666684,-1.7649999999999864,-2.0596688888888934,-2.026139999999998,-2.535640000000001,-1.9456706666665582,-2.004166666666663,-1.824966666666569,-4.581955555555567,-3.423149999999964,-2.512412499999982,-2.1462725694443634,-2.487899999999968,-2.434666666666658,-2.6503999999999905,-2.794222222222288,-2.0840166666666846,-2.9739999999999895,-2.3026714285713865,-3.0708571428571645
2007-12-01,-21.68680645161288,-19.638612903225777,-18.93160483870969,-15.244645161290293,-15.44817741935475,-13.796056451612856,-14.881456221198164,-12.92690322580637,-17.095741935483886,-16.41738306451606,-17.547999999999973,-12.073803763440765,-12.350821044546876,-11.698119047619002,-14.110962903225754,-13.70394758064515,-10.830375000000004,-11.668870967741896,-14.009023041474563,-12.728096774193489,-9.568917914746464,-11.203008294930896,-8.354790322580584,-10.9837788018433,-9.13684792626725,-10.709741935483862,-10.646649193548399,-13.0496189516129,-10.344950844854054,-8.696819124423996,-10.432133870967789,-9.451780241935467,-8.535592741935488,-10.204999999999984,-10.140689516128987,-14.763322580645195,-9.983635944700495,-9.98634435483865,-8.41161367127495,-8.53069153225806,-8.120245967741994,-9.754826612903173,-9.69051612903229,-10.135815668202781,-10.927854838709663,-6.223359447004555,-9.5043935483871,-6.9690414746542615,-7.780483870967657,-8.510048387096788,-9.307322580645177,-11.3830302419355,-9.040958525345559,-7.653138248847995,-9.108754838709672,-7.633516129032159,-9.036548387096786,-8.946290322580694,-10.973735023041456,-12.973387096774161,-8.792851612903291,-7.147393548387072,-1.2633333333332644,-8.6303870967742,-8.585258064516097,-12.524963709677365,-8.402199283154062,-7.059788172043,-5.752645161290388,-8.173301075268796,-8.090909677419404,-1.7649999999999864,-7.9261268817204495,-7.843735483871001,-6.465516129032267,-7.6459961290321985,-2.004166666666663,-7.349387096774194,-11.337049462365599,-8.70453225806449,-5.445745967741857,-6.319061760752675,-5.401903225806393,-2.434666666666658,-2.6503999999999905,-2.794222222222288,-5.6558145161289985,-2.9739999999999895,-5.032059907834082,-3.0708571428571645
2008-01-01,-27.97500645161287,-20.16264516129027,-19.26920967741927,-15.569258064516191,-15.512483870967685,-14.152766129032159,-15.419981566820297,-13.302870967741853,-21.49948387096768,-20.745137096774187,-23.187516129032275,-14.651521505376365,-14.598115591397857,-13.770404761904786,-18.18035806451607,-17.727749999999986,-13.565217741935498,-15.464709677419364,-18.802319281524973,-16.396790322580557,-12.308947580645054,-14.94911612903229,-10.01543951612905,-14.706483870967702,-11.9168064516129,-14.403193548387094,-14.335883064516054,-17.87664919354839,-13.54428571428565,-11.511777649769556,-14.107027419354893,-12.139409274193554,-11.366633064516066,-13.864709677419398,-13.79614516129027,-20.823895161290267,-13.249757296466953,-13.631590322580564,-10.868860215053758,-11.311072580645202,-10.954580645161286,-13.384758064516063,-13.316193548387105,-14.765632872503886,-14.938338709677453,-8.27572350230406,-13.118821198156695,-8.938870391704995,-10.61480875576035,-11.26346889400918,-12.909838709677388,-16.269181451612894,-12.438179723502287,-10.491848502304151,-12.702071774193598,-10.47316028225805,-12.626520161290387,-12.532080645161273,-15.853319844470093,-19.14864516129029,-12.37153346774187,-9.144593548387093,-1.2633333333332644,-12.201542338709658,-12.154322580645157,-18.502302419354777,-11.770493189964156,-9.899524731182794,-7.874870967741856,-11.726559139784968,-11.641006451612895,-1.7649999999999864,-11.469901075268751,-11.384348387096793,-8.56959999999998,-11.179021935483888,-2.004166666666663,-10.871032258064474,-17.474526881720465,-12.853983870967795,-7.5825645161289685,-9.144096505376297,-7.540806451612866,-2.434666666666658,-2.6503999999999905,-2.794222222222288,-7.8434354838709055,-2.9739999999999895,-7.166760368663574,-3.0708571428571645
2008-02-01,-26.907820689655182,-18.713551724137886,-18.027112068965465,-16.218275862068992,-15.496956896551751,-14.728081896551657,-15.17763546798028,-13.833965517241381,-22.254999999999967,-21.66276293103448,-25.726482758620676,-15.515278735632194,-15.328112889983458,-14.719443349753703,-19.649156896551688,-19.293814655172383,-14.95837499999999,-17.51710344827589,-21.213066166592085,-18.200999999999965,-13.930744150246255,-17.059091625615793,-11.017310344827592,-16.843556650246285,-13.588682266009869,-16.5741379310345,-16.512849137931084,-20.462383620689565,-15.258587848932677,-13.225412561576377,-16.304467241379257,-13.697239224137888,-13.094788793103362,-16.083827586206894,-16.019181034482756,-23.940637931034473,-15.00222167487675,-15.864029310344904,-12.3197947454845,-13.0000387931035,-12.708215517241399,-15.63130172413787,-15.566655172413789,-17.431300492610887,-17.092689655172364,-9.548093596059061,-15.380944827586177,-10.08401046798025,-12.386344827586186,-12.912405172413798,-15.184310344827566,-19.090346982758575,-14.3400016420361,-12.27634174876846,-14.984992241379302,-12.259561422413753,-14.912512931034485,-14.821913793103363,-18.712550954433482,-22.584344827586165,-14.66789525862066,-10.234027586206878,-1.2633333333332644,-14.504816810344778,-14.459517241379388,-21.69516379310349,-13.631818390804597,-11.7106689655173,-9.18651724137925,-14.043379310344903,-13.960151724137859,-1.7649999999999864,-13.793696551724167,-13.710468965517293,-9.729999999999961,-13.510722758620659,-2.004166666666663,-13.211103448275765,-21.158468965517187,-15.309327586206905,-8.90820689655169,-10.978455747126361,-8.868448275861965,-2.434666666666658,-2.6503999999999905,-2.794222222222288,-9.065051724137902,-2.9739999999999895,-8.504605911330088,-3.0708571428571645
