Date,Depth,Avg Ground Temp,Air Temp,Surface Temp,Soil Moisture
2011-08-01,0.28,275.4447752895953,281.8774282506764,273.4964724170173,0.6165806451612903
2011-08-01,0.29,275.7505483870968,281.8774282506764,273.4964724170173,0.6165806451612903
2011-08-01,0.3,275.7273856942496,281.8774282506764,273.4964724170173,0.6165806451612903
2011-08-01,0.31,275.6055161290322,281.8774282506764,273.4964724170173,0.6165806451612903
2011-08-01,0.32,275.52075,281.8774282506764,273.4964724170173,0.6165806451612903
2011-08-01,0.33,274.6147097826087,281.8774282506764,273.4964724170173,0.6165806451612903
2011-08-01,0.334,275.4314774193548,281.8774282506764,273.4964724170173,0.6165806451612903
2011-08-01,0.34,274.320319047619,281.8774282506764,273.4964724170173,0.6165806451612903
2011-08-01,0.35,274.7822724723019,281.8774282506764,273.4964724170173,0.6165806451612903
2011-08-01,0.36,275.5348755960729,281.8774282506764,273.4964724170173,0.6165806451612903
2011-08-01,0.37,275.4296259990205,281.8774282506764,273.4964724170173,0.6165806451612903
2011-08-01,0.39,275.0253870967742,281.8774282506764,273.4964724170173,0.6165806451612903
2011-08-01,0.4,274.5247248694944,281.8774282506764,273.4964724170173,0.6165806451612903
2011-08-01,0.41,273.9117640860214,281.8774282506764,273.4964724170173,0.6165806451612903
2011-08-01,0.414,274.842520860215,281.8774282506764,273.4964724170173,0.6165806451612903
2011-08-01,0.42,274.3424852988713,281.8774282506764,273.4964724170173,0.6165806451612903
2011-08-01,0.43,274.9597989948574,281.8774282506764,273.4964724170173,0.6165806451612903
2011-08-01,0.45,274.5020150537634,281.8774282506764,273.4964724170173,0.6165806451612903
2011-08-01,0.46,274.6803244966982,281.8774282506764,273.4964724170173,0.6165806451612903
2011-08-01,0.484,274.1804262365591,281.8774282506764,273.4964724170173,0.6165806451612903
2011-08-01,0.49,274.4187123641304,281.8774282506764,273.4964724170173,0.6165806451612903
2011-08-01,0.51,274.469660770751,281.8774282506764,273.4964724170173,0.6165806451612903
2011-08-01,0.52,273.8399204301075,281.8774282506764,273.4964724170173,0.6165806451612903
2011-08-01,0.53,274.003316148556,281.8774282506764,273.4964724170173,0.6165806451612903
2011-08-01,0.55,273.2369399999999,281.8774282506764,273.4964724170173,0.6165806451612903
2011-08-01,0.56,273.3830230073792,281.8774282506764,273.4964724170173,0.6165806451612903
2011-08-01,0.57,272.7213416666667,281.8774282506764,273.4964724170173,0.6165806451612903
2011-08-01,0.58,273.5604394274752,281.8774282506764,273.4964724170173,0.6165806451612903
2011-08-01,0.59,273.4880762606783,281.8774282506764,273.4964724170173,0.6165806451612903
2011-08-01,0.6,273.7853913043479,281.8774282506764,273.4964724170173,0.6165806451612903
2011-08-01,0.61,273.2588588709677,281.8774282506764,273.4964724170173,0.6165806451612903
