Date,Surface temperature average weight,Number of cloud free observations
2007-07-06 00:00:00,281,11
2007-07-07 00:00:00,281,12
2007-07-08 00:00:00,282,12
2007-07-09 00:00:00,281,10
2007-07-10 00:00:00,283,10
2007-07-11 00:00:00,283,17
2007-07-12 00:00:00,283,16
2007-07-13 00:00:00,283,16
2007-07-14 00:00:00,284,12
2007-07-15 00:00:00,284,7
2007-07-16 00:00:00,284,7
2007-07-17 00:00:00,-999,7
2007-07-18 00:00:00,-999,-999
2007-07-19 00:00:00,280,1
2007-07-20 00:00:00,-999,1
2007-07-21 00:00:00,-999,1
2007-07-22 00:00:00,279,2
2007-07-23 00:00:00,281,3
2007-07-24 00:00:00,281,4
2007-07-25 00:00:00,280,4
2007-07-26 00:00:00,280,3
2007-07-27 00:00:00,280,3
2007-07-28 00:00:00,-999,3
2007-07-29 00:00:00,280,2
2007-07-30 00:00:00,-999,1
2007-07-31 00:00:00,280,1
2007-08-01 00:00:00,278,3
2007-08-02 00:00:00,-999,7
2007-08-03 00:00:00,280,10
2007-08-04 00:00:00,280,16
2007-08-05 00:00:00,280,23
2007-08-06 00:00:00,281,23
2007-08-07 00:00:00,281,22
2007-08-08 00:00:00,281,20
2007-08-09 00:00:00,278,16
2007-08-10 00:00:00,281,13
2007-08-11 00:00:00,-999,7
2007-08-12 00:00:00,-999,1
2007-08-13 00:00:00,276,1
2007-08-14 00:00:00,277,2
2007-08-15 00:00:00,278,7
2007-08-16 00:00:00,278,11
2007-08-17 00:00:00,278,12
2007-08-18 00:00:00,278,18
2007-08-19 00:00:00,277,17
2007-08-20 00:00:00,279,17
2007-08-21 00:00:00,278,17
2007-08-22 00:00:00,277,13
2007-08-23 00:00:00,278,11
2007-08-24 00:00:00,277,11
2007-08-25 00:00:00,277,5
2007-08-26 00:00:00,277,5
2007-08-27 00:00:00,277,5
2007-08-28 00:00:00,278,4
2007-08-29 00:00:00,278,4
2007-08-30 00:00:00,-999,2
2007-08-31 00:00:00,279,1
2007-09-01 00:00:00,273,1
2007-09-02 00:00:00,-999,1
2007-09-03 00:00:00,277,2
2007-09-04 00:00:00,277,3
2007-09-05 00:00:00,277,4
2007-09-06 00:00:00,277,4
2007-09-07 00:00:00,277,4
2007-09-08 00:00:00,277,4
2007-09-09 00:00:00,234,4
2007-09-10 00:00:00,-999,3
2007-09-11 00:00:00,275,4
2007-09-12 00:00:00,275,6
2007-09-13 00:00:00,275,9
2007-09-14 00:00:00,275,9
2007-09-15 00:00:00,275,10
2007-09-16 00:00:00,275,11
2007-09-17 00:00:00,274,11
2007-09-18 00:00:00,273,12
2007-09-19 00:00:00,-999,8
2007-09-20 00:00:00,272,5
2007-09-21 00:00:00,272,6
2007-09-22 00:00:00,272,5
2007-09-23 00:00:00,272,4
2007-09-24 00:00:00,-999,4
2007-09-25 00:00:00,-999,1
2007-09-26 00:00:00,-999,2
2007-09-27 00:00:00,-999,2
2007-09-28 00:00:00,-999,1
2007-09-29 00:00:00,-999,2
2007-09-30 00:00:00,277,3
2007-10-01 00:00:00,-999,3
2007-10-02 00:00:00,-999,3
2007-10-03 00:00:00,-999,2
2007-10-04 00:00:00,-999,3
2007-10-05 00:00:00,-999,3
2007-10-06 00:00:00,-999,2
2007-10-07 00:00:00,-999,1
2007-10-08 00:00:00,-999,1
2007-10-09 00:00:00,-999,1
2007-10-10 00:00:00,-999,1
2007-10-11 00:00:00,-999,2
2007-10-12 00:00:00,-999,2
2007-10-13 00:00:00,-999,2
2007-10-14 00:00:00,262,5
2007-10-15 00:00:00,262,7
2007-10-16 00:00:00,262,8
2007-10-17 00:00:00,262,8
2007-10-18 00:00:00,262,6
2007-10-19 00:00:00,262,6
2007-10-20 00:00:00,261,7
2007-10-21 00:00:00,261,4
2007-10-22 00:00:00,260,5
2007-10-23 00:00:00,-999,5
2007-10-24 00:00:00,-999,6
2007-10-25 00:00:00,259,7
2007-10-26 00:00:00,259,7
2007-10-27 00:00:00,259,6
2007-10-28 00:00:00,259,6
2007-10-29 00:00:00,259,3
2007-10-30 00:00:00,258,3
2007-10-31 00:00:00,256,2
2007-11-01 00:00:00,-999,1
2007-11-02 00:00:00,256,2
2007-11-03 00:00:00,256,2
2007-11-04 00:00:00,256,2
2007-11-05 00:00:00,256,2
2007-11-06 00:00:00,259,3
2007-11-07 00:00:00,259,3
2007-11-08 00:00:00,259,3
2007-11-09 00:00:00,-999,2
2007-11-10 00:00:00,-999,2
2007-11-11 00:00:00,-999,2
2007-11-12 00:00:00,-999,2
2007-11-13 00:00:00,-999,-999
2007-11-14 00:00:00,250,2
2007-11-15 00:00:00,250,2
2007-11-16 00:00:00,250,2
2007-11-17 00:00:00,250,2
2007-11-18 00:00:00,250,2
2007-11-19 00:00:00,257,7
2007-11-20 00:00:00,257,12
2007-11-21 00:00:00,259,11
2007-11-22 00:00:00,257,12
2007-11-23 00:00:00,257,12
2007-11-24 00:00:00,258,15
2007-11-25 00:00:00,258,15
2007-11-26 00:00:00,258,11
2007-11-27 00:00:00,258,9
2007-11-28 00:00:00,259,11
2007-11-29 00:00:00,258,12
2007-11-30 00:00:00,256,15
2007-12-01 00:00:00,256,14
2007-12-02 00:00:00,256,16
2007-12-03 00:00:00,256,15
2007-12-04 00:00:00,254,12
2007-12-05 00:00:00,254,9
2007-12-06 00:00:00,255,9
2007-12-07 00:00:00,257,6
2007-12-08 00:00:00,257,5
2007-12-09 00:00:00,254,3
2007-12-10 00:00:00,254,3
2007-12-11 00:00:00,254,3
2007-12-12 00:00:00,248,5
2007-12-13 00:00:00,242,3
2007-12-14 00:00:00,239,6
2007-12-15 00:00:00,236,7
2007-12-16 00:00:00,236,7
2007-12-17 00:00:00,241,12
2007-12-18 00:00:00,241,12
2007-12-19 00:00:00,242,10
2007-12-20 00:00:00,242,10
2007-12-21 00:00:00,244,10
2007-12-22 00:00:00,247,8
2007-12-23 00:00:00,247,8
2007-12-24 00:00:00,242,3
2007-12-25 00:00:00,242,3
2008-01-01 00:00:00,249,4
2008-01-02 00:00:00,240,5
2008-01-03 00:00:00,237,5
2008-01-04 00:00:00,236,5
2008-01-05 00:00:00,234,4
2008-01-06 00:00:00,232,7
2008-01-07 00:00:00,232,6
2008-01-08 00:00:00,231,7
2008-01-09 00:00:00,264,9
2008-01-10 00:00:00,234,13
2008-01-11 00:00:00,235,13
2008-01-12 00:00:00,237,16
2008-01-13 00:00:00,237,14
2008-01-14 00:00:00,241,13
2008-01-15 00:00:00,244,14
2008-01-16 00:00:00,249,11
2008-01-17 00:00:00,247,7
2008-01-18 00:00:00,247,8
2008-01-19 00:00:00,238,6
2008-01-20 00:00:00,249,5
2008-01-21 00:00:00,243,5
2008-01-22 00:00:00,243,7
2008-01-23 00:00:00,242,10
2008-01-24 00:00:00,242,11
2008-01-25 00:00:00,243,10
2008-01-26 00:00:00,243,11
2008-01-27 00:00:00,243,12
2008-01-28 00:00:00,241,13
2008-01-29 00:00:00,237,8
2008-01-30 00:00:00,239,5
2008-01-31 00:00:00,237,5
2008-02-01 00:00:00,243,6
2008-02-02 00:00:00,238,4
2008-02-03 00:00:00,238,6
2008-02-04 00:00:00,240,6
2008-02-05 00:00:00,241,8
2008-02-06 00:00:00,240,11
2008-02-07 00:00:00,241,11
2008-02-08 00:00:00,242,11
2008-02-09 00:00:00,242,14
2008-02-10 00:00:00,244,12
2008-02-11 00:00:00,244,14
2008-02-12 00:00:00,247,12
2008-02-13 00:00:00,248,13
2008-02-14 00:00:00,249,12
2008-02-15 00:00:00,251,12
2008-02-16 00:00:00,251,9
2008-02-17 00:00:00,253,8
2008-02-18 00:00:00,253,5
2008-02-19 00:00:00,239,5
2008-02-20 00:00:00,244,5
2008-02-21 00:00:00,243,7
2008-02-22 00:00:00,242,12
2008-02-23 00:00:00,241,13
2008-02-24 00:00:00,241,15
2008-02-25 00:00:00,240,17
2008-02-26 00:00:00,241,21
2008-02-27 00:00:00,242,19
2008-02-28 00:00:00,241,19
2008-02-29 00:00:00,-999,15
2008-03-01 00:00:00,241,18
2008-03-02 00:00:00,257,16
2008-03-03 00:00:00,245,18
2008-03-04 00:00:00,246,14
2008-03-05 00:00:00,244,17
2008-03-06 00:00:00,243,20
2008-03-07 00:00:00,242,22
2008-03-08 00:00:00,243,23
2008-03-09 00:00:00,249,27
2008-03-10 00:00:00,242,28
2008-03-11 00:00:00,240,31
2008-03-12 00:00:00,240,28
2008-03-13 00:00:00,239,25
2008-03-14 00:00:00,239,22
2008-03-15 00:00:00,239,19
2008-03-16 00:00:00,239,19
2008-03-17 00:00:00,239,19
2008-03-18 00:00:00,241,18
2008-03-19 00:00:00,242,20
2008-03-20 00:00:00,242,19
2008-03-21 00:00:00,243,23
2008-03-22 00:00:00,245,27
2008-03-23 00:00:00,247,34
2008-03-24 00:00:00,248,38
2008-03-25 00:00:00,248,42
2008-03-26 00:00:00,249,39
2008-03-27 00:00:00,251,42
2008-03-28 00:00:00,254,42
2008-03-29 00:00:00,243,40
2008-03-30 00:00:00,260,31
2008-03-31 00:00:00,244,27
2008-04-01 00:00:00,261,21
2008-04-02 00:00:00,-999,20
2008-04-03 00:00:00,261,16
2008-04-04 00:00:00,254,11
2008-04-05 00:00:00,251,10
2008-04-06 00:00:00,249,10
2008-04-07 00:00:00,249,7
2008-04-08 00:00:00,249,7
2008-04-09 00:00:00,270,7
2008-04-10 00:00:00,249,7
2008-04-11 00:00:00,250,14
2008-04-12 00:00:00,251,13
2008-04-13 00:00:00,252,11
2008-04-14 00:00:00,252,10
2008-04-15 00:00:00,252,10
2008-04-16 00:00:00,253,10
2008-04-17 00:00:00,257,12
2008-04-18 00:00:00,262,5
2008-04-19 00:00:00,260,4
2008-04-20 00:00:00,261,7
2008-04-21 00:00:00,261,6
2008-04-22 00:00:00,260,9
2008-04-23 00:00:00,259,12
2008-04-24 00:00:00,259,10
2008-04-25 00:00:00,260,10
2008-04-26 00:00:00,259,9
2008-04-27 00:00:00,259,6
2008-04-28 00:00:00,-999,6
2008-04-29 00:00:00,261,3
2008-04-30 00:00:00,260,-999
2008-05-01 00:00:00,270,-999
2008-05-02 00:00:00,-999,-999
2008-05-03 00:00:00,-999,-999
2008-05-04 00:00:00,-999,-999
2008-05-05 00:00:00,-999,-999
2008-05-06 00:00:00,-999,-999
2008-05-07 00:00:00,-999,-999
2008-05-08 00:00:00,-999,-999
2008-05-09 00:00:00,-999,-999
2008-05-10 00:00:00,269,9
2008-05-11 00:00:00,269,10
2008-05-12 00:00:00,269,11
2008-05-13 00:00:00,269,11
2008-05-14 00:00:00,269,11
2008-05-15 00:00:00,269,16
2008-05-16 00:00:00,270,26
2008-05-17 00:00:00,270,27
2008-05-18 00:00:00,270,33
2008-05-19 00:00:00,-999,34
2008-05-20 00:00:00,270,39
2008-05-21 00:00:00,270,39
2008-05-22 00:00:00,271,34
2008-05-23 00:00:00,271,24
2008-05-24 00:00:00,271,14
2008-05-25 00:00:00,273,8
2008-05-26 00:00:00,-999,6
2008-05-27 00:00:00,-999,1
2008-05-28 00:00:00,-999,2
2008-05-29 00:00:00,-999,2
2008-05-30 00:00:00,-999,2
2008-05-31 00:00:00,-999,2
2008-06-01 00:00:00,278,1
2008-06-02 00:00:00,281,1
2008-06-03 00:00:00,-999,1
2008-06-04 00:00:00,-999,-999
2008-06-05 00:00:00,-999,3
2008-06-06 00:00:00,-999,6
2008-06-07 00:00:00,-999,9
2008-06-08 00:00:00,-999,14
2008-06-09 00:00:00,282,17
2008-06-10 00:00:00,-999,18
2008-06-11 00:00:00,-999,20
2008-06-12 00:00:00,277,17
2008-06-13 00:00:00,277,19
2008-06-14 00:00:00,277,20
2008-06-15 00:00:00,277,19
2008-06-16 00:00:00,276,16
2008-06-17 00:00:00,276,22
2008-06-18 00:00:00,277,24
2008-06-19 00:00:00,-999,27
2008-06-20 00:00:00,278,26
2008-06-21 00:00:00,277,27
2008-06-22 00:00:00,277,23
2008-06-23 00:00:00,279,23
2008-06-24 00:00:00,280,20
2008-06-25 00:00:00,280,20
2008-06-26 00:00:00,279,18
2008-06-27 00:00:00,281,15
2008-06-28 00:00:00,281,11
2008-06-29 00:00:00,-999,14
2008-06-30 00:00:00,-999,20
2008-07-01 00:00:00,282,17
2008-07-02 00:00:00,272,16
2008-07-03 00:00:00,282,19
2008-07-04 00:00:00,282,18
2008-07-05 00:00:00,282,19
2008-07-06 00:00:00,283,18
2008-07-07 00:00:00,283,14
2008-07-08 00:00:00,283,15
2008-07-09 00:00:00,271,12
2008-07-10 00:00:00,282,8
2008-07-11 00:00:00,282,8
2008-07-12 00:00:00,283,6
2008-07-13 00:00:00,282,4
2008-07-14 00:00:00,-999,2
2008-07-15 00:00:00,-999,-999
2008-07-16 00:00:00,-999,-999
2008-07-17 00:00:00,-999,-999
2008-07-18 00:00:00,281,1
2008-07-19 00:00:00,281,5
2008-07-20 00:00:00,282,7
2008-07-21 00:00:00,282,9
2008-07-22 00:00:00,282,12
2008-07-23 00:00:00,282,12
2008-07-24 00:00:00,282,12
2008-07-25 00:00:00,281,11
2008-07-26 00:00:00,277,8
2008-07-27 00:00:00,277,7
2008-07-28 00:00:00,271,5
2008-07-29 00:00:00,282,2
2008-07-30 00:00:00,272,3
2008-07-31 00:00:00,282,3
2008-08-01 00:00:00,278,3
2008-08-02 00:00:00,274,2
2008-08-03 00:00:00,-999,1
2008-08-04 00:00:00,-999,1
2008-08-05 00:00:00,-999,1
2008-08-06 00:00:00,-999,1
2008-08-07 00:00:00,-999,1
2008-08-08 00:00:00,-999,1
2008-08-09 00:00:00,271,1
2008-08-10 00:00:00,271,4
2008-08-11 00:00:00,271,4
2008-08-12 00:00:00,277,4
2008-08-13 00:00:00,277,5
2008-08-14 00:00:00,277,6
2008-08-15 00:00:00,277,6
2008-08-16 00:00:00,277,6
2008-08-17 00:00:00,277,5
2008-08-18 00:00:00,277,5
2008-08-19 00:00:00,272,6
2008-08-20 00:00:00,277,4
2008-08-21 00:00:00,277,4
2008-08-22 00:00:00,277,4
2008-08-23 00:00:00,-999,5
2008-08-24 00:00:00,-999,3
2008-08-25 00:00:00,-999,3
2008-08-26 00:00:00,-999,2
2008-08-27 00:00:00,-999,2
2008-08-28 00:00:00,275,1
2008-08-29 00:00:00,272,3
2008-08-30 00:00:00,274,3
2008-08-31 00:00:00,-999,3
2008-09-01 00:00:00,-999,4
2008-09-02 00:00:00,-999,4
2008-09-03 00:00:00,272,4
2008-09-04 00:00:00,-999,5
2008-09-05 00:00:00,-999,3
2008-09-06 00:00:00,-999,2
2008-09-07 00:00:00,-999,2
2008-09-08 00:00:00,271,3
2008-09-09 00:00:00,243,5
2008-09-10 00:00:00,272,6
2008-09-11 00:00:00,272,7
2008-09-12 00:00:00,272,7
2008-09-13 00:00:00,272,11
2008-09-14 00:00:00,273,11
